"Experiment","Board","wordpair","clue","count","total","proportion"
"E2","TrialList10","garage-bone","storage",5,44,0.113636363636364
"E2","TrialList10","garage-bone","car",2,44,0.0454545454545455
"E2","TrialList10","garage-bone","motorcycle",2,44,0.0454545454545455
"E2","TrialList10","garage-bone","skeleton",2,44,0.0454545454545455
"E2","TrialList10","garage-bone","trash",2,44,0.0454545454545455
"E2","TrialList10","garage-bone","back",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","barbecue",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","build",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","door",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","drum",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","epidermis",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","fill",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","kennel",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","milk",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","remains",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","saw",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","snoopy",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","spooky",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","structure",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","tool",1,44,0.0227272727272727
"E2","TrialList10","garage-bone","underground",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","opposite",5,44,0.113636363636364
"E2","TrialList8","giant-subtle","gentle",4,44,0.0909090909090909
"E2","TrialList8","giant-subtle","conspicuous",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","elephant",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","hint",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","obvious",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","quiet",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","size",2,44,0.0454545454545455
"E2","TrialList8","giant-subtle","background",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","beanstalk",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","big",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","bigfoot",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","broad",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","cloud",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","clue",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","difficult",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","drastic",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","extreme",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","flaw",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","gesture",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","hagrid",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","huge",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","mistake",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","movement",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","ninja",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","noticeable",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","oxymoron",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","subdue",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","sun",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","unfathomable",1,44,0.0227272727272727
"E2","TrialList8","giant-subtle","unnoticed",1,44,0.0227272727272727
"E1","TrialList1","giggle-abnormal","snort",4,31,0.129032258064516
"E1","TrialList1","giggle-abnormal","funny",3,31,0.0967741935483871
"E1","TrialList1","giggle-abnormal","laugh",3,31,0.0967741935483871
"E1","TrialList1","giggle-abnormal","weird",3,31,0.0967741935483871
"E1","TrialList1","giggle-abnormal","comedy",2,31,0.0645161290322581
"E1","TrialList1","giggle-abnormal","hysterical",2,31,0.0645161290322581
"E1","TrialList1","giggle-abnormal","awkward",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","cackle",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","embarrass",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","emotion",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","extravert",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","giddy",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","goofy",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","happy",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","hilarious",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","insane",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","outburst",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","quirky",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","silly",1,31,0.032258064516129
"E1","TrialList1","giggle-abnormal","standout",1,31,0.032258064516129
"E2","TrialList7","glass-cage","container",5,43,0.116279069767442
"E2","TrialList7","glass-cage","zoo",5,43,0.116279069767442
"E2","TrialList7","glass-cage","aquarium",3,43,0.0697674418604651
"E2","TrialList7","glass-cage","window",3,43,0.0697674418604651
"E2","TrialList7","glass-cage","barrier",2,43,0.0465116279069767
"E2","TrialList7","glass-cage","trap",2,43,0.0465116279069767
"E2","TrialList7","glass-cage","animal",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","bar",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","bird",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","break",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","breakout",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","confine",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","confines",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","contain",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","containment",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","encase",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","exhibit",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","fishtank",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","fragile",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","greenhouse",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","louvre",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","nicholas",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","pantomime",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","prism",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","prison",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","shatter",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","structure",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","transparent",1,43,0.0232558139534884
"E2","TrialList7","glass-cage","view",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","metal",20,43,0.465116279069767
"E2","TrialList2","gold-silver","element",6,43,0.13953488372093
"E2","TrialList2","gold-silver","bronze",3,43,0.0697674418604651
"E2","TrialList2","gold-silver","precious",3,43,0.0697674418604651
"E2","TrialList2","gold-silver","jewelry",2,43,0.0465116279069767
"E2","TrialList2","gold-silver","medal",2,43,0.0465116279069767
"E2","TrialList2","gold-silver","coin",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","commodity",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","currency",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","luxury",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","money",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","treasure",1,43,0.0232558139534884
"E2","TrialList2","gold-silver","valuable",1,43,0.0232558139534884
"E1","TrialList4","graph-copy","paper",6,31,0.193548387096774
"E1","TrialList4","graph-copy","excel",3,31,0.0967741935483871
"E1","TrialList4","graph-copy","homework",3,31,0.0967741935483871
"E1","TrialList4","graph-copy","computer",2,31,0.0645161290322581
"E1","TrialList4","graph-copy","data",2,31,0.0645161290322581
"E1","TrialList4","graph-copy","math",2,31,0.0645161290322581
"E1","TrialList4","graph-copy","spreadsheet",2,31,0.0645161290322581
"E1","TrialList4","graph-copy","analyze",1,31,0.032258064516129
"E1","TrialList4","graph-copy","cheat",1,31,0.032258064516129
"E1","TrialList4","graph-copy","document",1,31,0.032258064516129
"E1","TrialList4","graph-copy","microsoft",1,31,0.032258064516129
"E1","TrialList4","graph-copy","note",1,31,0.032258064516129
"E1","TrialList4","graph-copy","number",1,31,0.032258064516129
"E1","TrialList4","graph-copy","office",1,31,0.032258064516129
"E1","TrialList4","graph-copy","photo",1,31,0.032258064516129
"E1","TrialList4","graph-copy","program",1,31,0.032258064516129
"E1","TrialList4","graph-copy","statistic",1,31,0.032258064516129
"E1","TrialList4","graph-copy","work",1,31,0.032258064516129
"E2","TrialList5","hand-birth","baby",10,43,0.232558139534884
"E2","TrialList5","hand-birth","body",5,43,0.116279069767442
"E2","TrialList5","hand-birth","midwife",5,43,0.116279069767442
"E2","TrialList5","hand-birth","deliver",3,43,0.0697674418604651
"E2","TrialList5","hand-birth","finger",2,43,0.0465116279069767
"E2","TrialList5","hand-birth","human",2,43,0.0465116279069767
"E2","TrialList5","hand-birth","born",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","doctor",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","doula",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","fingerprint",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","first",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","god",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","mark",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","masturbate",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","mother",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","newborn",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","nurse",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","right",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","slap",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","squeeze",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","tradition",1,43,0.0232558139534884
"E2","TrialList5","hand-birth","vagina",1,43,0.0232558139534884
"E2","TrialList8","happy-sad","emotion",35,44,0.795454545454545
"E2","TrialList8","happy-sad","mood",4,44,0.0909090909090909
"E2","TrialList8","happy-sad","feeling",2,44,0.0454545454545455
"E2","TrialList8","happy-sad","bipolar",1,44,0.0227272727272727
"E2","TrialList8","happy-sad","marriage",1,44,0.0227272727272727
"E2","TrialList8","happy-sad","oppose",1,44,0.0227272727272727
"E1","TrialList7","heavy-feather","weight",14,31,0.451612903225806
"E1","TrialList7","heavy-feather","opposite",4,31,0.129032258064516
"E1","TrialList7","heavy-feather","light",2,31,0.0645161290322581
"E1","TrialList7","heavy-feather","antonym",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","eagle",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","float",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","heart",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","lightweight",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","might",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","ostrich",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","oxymoron",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","penguin",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","pound",1,31,0.032258064516129
"E1","TrialList7","heavy-feather","weightless",1,31,0.032258064516129
"E2","TrialList3","holy-kind","jesus",6,44,0.136363636363636
"E2","TrialList3","holy-kind","christian",4,44,0.0909090909090909
"E2","TrialList3","holy-kind","priest",4,44,0.0909090909090909
"E2","TrialList3","holy-kind","saint",4,44,0.0909090909090909
"E2","TrialList3","holy-kind","church",3,44,0.0681818181818182
"E2","TrialList3","holy-kind","nun",3,44,0.0681818181818182
"E2","TrialList3","holy-kind","angel",2,44,0.0454545454545455
"E2","TrialList3","holy-kind","religious",2,44,0.0454545454545455
"E2","TrialList3","holy-kind","righteous",2,44,0.0454545454545455
"E2","TrialList3","holy-kind","charity",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","christ",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","commandment",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","commandments",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","diet",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","emotion",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","generous",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","good",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","lesson",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","moral",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","nice",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","preacher",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","religion",1,44,0.0227272727272727
"E2","TrialList3","holy-kind","virtue",1,44,0.0227272727272727
"E1","TrialList5","homeless-apartment","house",12,31,0.387096774193548
"E1","TrialList5","homeless-apartment","shelter",5,31,0.161290322580645
"E1","TrialList5","homeless-apartment","home",3,31,0.0967741935483871
"E1","TrialList5","homeless-apartment","live",3,31,0.0967741935483871
"E1","TrialList5","homeless-apartment","food",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","gentrification",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","hobo",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","living",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","price control",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","residence",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","sleep",1,31,0.032258064516129
"E1","TrialList5","homeless-apartment","welfare",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","money",13,31,0.419354838709677
"E1","TrialList3","hundred-economy","dollar",3,31,0.0967741935483871
"E1","TrialList3","hundred-economy","number",2,31,0.0645161290322581
"E1","TrialList3","hundred-economy","rich",2,31,0.0645161290322581
"E1","TrialList3","hundred-economy","benjamin",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","cash",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","dollars",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","fortune",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","large",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","monetary",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","monopoly",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","percentage",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","price",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","stock",1,31,0.032258064516129
"E1","TrialList3","hundred-economy","wall street",1,31,0.032258064516129
"E2","TrialList4","jump-leap","hop",15,44,0.340909090909091
"E2","TrialList4","jump-leap","frog",7,44,0.159090909090909
"E2","TrialList4","jump-leap","bounce",4,44,0.0909090909090909
"E2","TrialList4","jump-leap","height",3,44,0.0681818181818182
"E2","TrialList4","jump-leap","cliff",2,44,0.0454545454545455
"E2","TrialList4","jump-leap","air",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","elevate",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","faith",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","high",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","lift",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","motion",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","move",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","prance",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","skip",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","skydive",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","trampoline",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","upward",1,44,0.0227272727272727
"E2","TrialList4","jump-leap","vault",1,44,0.0227272727272727
"E1","TrialList4","kitchen-egg","cook",15,31,0.483870967741935
"E1","TrialList4","kitchen-egg","bake",4,31,0.129032258064516
"E1","TrialList4","kitchen-egg","breakfast",4,31,0.129032258064516
"E1","TrialList4","kitchen-egg","fry",2,31,0.0645161290322581
"E1","TrialList4","kitchen-egg","bacon",1,31,0.032258064516129
"E1","TrialList4","kitchen-egg","chicken",1,31,0.032258064516129
"E1","TrialList4","kitchen-egg","domestic",1,31,0.032258064516129
"E1","TrialList4","kitchen-egg","food",1,31,0.032258064516129
"E1","TrialList4","kitchen-egg","omelet",1,31,0.032258064516129
"E1","TrialList4","kitchen-egg","scramble",1,31,0.032258064516129
"E2","TrialList5","lion-tiger","cat",24,43,0.558139534883721
"E2","TrialList5","lion-tiger","animal",5,43,0.116279069767442
"E2","TrialList5","lion-tiger","feline",4,43,0.0930232558139535
"E2","TrialList5","lion-tiger","roar",3,43,0.0697674418604651
"E2","TrialList5","lion-tiger","bear",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","beast",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","cheetah",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","mammal",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","safari",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","wildcat",1,43,0.0232558139534884
"E2","TrialList5","lion-tiger","zoo",1,43,0.0232558139534884
"E1","TrialList9","lunch-almond","food",14,31,0.451612903225806
"E1","TrialList9","lunch-almond","snack",7,31,0.225806451612903
"E1","TrialList9","lunch-almond","health",3,31,0.0967741935483871
"E1","TrialList9","lunch-almond","nut",2,31,0.0645161290322581
"E1","TrialList9","lunch-almond","allergy",1,31,0.032258064516129
"E1","TrialList9","lunch-almond","milk",1,31,0.032258064516129
"E1","TrialList9","lunch-almond","nutrition",1,31,0.032258064516129
"E1","TrialList9","lunch-almond","peanut",1,31,0.032258064516129
"E1","TrialList9","lunch-almond","sandwich",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","space",15,31,0.483870967741935
"E1","TrialList5","near-astronaut","moon",3,31,0.0967741935483871
"E1","TrialList5","near-astronaut","distance",2,31,0.0645161290322581
"E1","TrialList5","near-astronaut","mars",2,31,0.0645161290322581
"E1","TrialList5","near-astronaut","discover",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","far",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","land",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","nasa",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","orbit",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","rocket",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","space station",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","spatial",1,31,0.032258064516129
"E1","TrialList5","near-astronaut","train",1,31,0.032258064516129
"E2","TrialList7","old-new","age",14,44,0.318181818181818
"E2","TrialList7","old-new","opposite",6,44,0.136363636363636
"E2","TrialList7","old-new","time",6,44,0.136363636363636
"E2","TrialList7","old-new","generation",3,44,0.0681818181818182
"E2","TrialList7","old-new","condition",1,44,0.0227272727272727
"E2","TrialList7","old-new","cycle",1,44,0.0227272727272727
"E2","TrialList7","old-new","fresh",1,44,0.0227272727272727
"E2","TrialList7","old-new","friend",1,44,0.0227272727272727
"E2","TrialList7","old-new","god",1,44,0.0227272727272727
"E2","TrialList7","old-new","grandparent",1,44,0.0227272727272727
"E2","TrialList7","old-new","life",1,44,0.0227272727272727
"E2","TrialList7","old-new","memory",1,44,0.0227272727272727
"E2","TrialList7","old-new","midlife",1,44,0.0227272727272727
"E2","TrialList7","old-new","quality",1,44,0.0227272727272727
"E2","TrialList7","old-new","restore",1,44,0.0227272727272727
"E2","TrialList7","old-new","shop",1,44,0.0227272727272727
"E2","TrialList7","old-new","temporal",1,44,0.0227272727272727
"E2","TrialList7","old-new","use",1,44,0.0227272727272727
"E2","TrialList7","old-new","wedding",1,44,0.0227272727272727
"E2","TrialList9","olive-real","food",7,44,0.159090909090909
"E2","TrialList9","olive-real","oil",5,44,0.113636363636364
"E2","TrialList9","olive-real","martini",4,44,0.0909090909090909
"E2","TrialList9","olive-real","organic",3,44,0.0681818181818182
"E2","TrialList9","olive-real","eat",2,44,0.0454545454545455
"E2","TrialList9","olive-real","edible",2,44,0.0454545454545455
"E2","TrialList9","olive-real","green",2,44,0.0454545454545455
"E2","TrialList9","olive-real","taste",2,44,0.0454545454545455
"E2","TrialList9","olive-real","branch",1,44,0.0227272727272727
"E2","TrialList9","olive-real","genuine",1,44,0.0227272727272727
"E2","TrialList9","olive-real","greece",1,44,0.0227272727272727
"E2","TrialList9","olive-real","grow",1,44,0.0227272727272727
"E2","TrialList9","olive-real","health",1,44,0.0227272727272727
"E2","TrialList9","olive-real","italian",1,44,0.0227272727272727
"E2","TrialList9","olive-real","natural",1,44,0.0227272727272727
"E2","TrialList9","olive-real","nonfiction",1,44,0.0227272727272727
"E2","TrialList9","olive-real","nongmo",1,44,0.0227272727272727
"E2","TrialList9","olive-real","pit",1,44,0.0227272727272727
"E2","TrialList9","olive-real","salt",1,44,0.0227272727272727
"E2","TrialList9","olive-real","skin",1,44,0.0227272727272727
"E2","TrialList9","olive-real","tree",1,44,0.0227272727272727
"E2","TrialList9","olive-real","truth",1,44,0.0227272727272727
"E2","TrialList9","olive-real","unsugarcoated",1,44,0.0227272727272727
"E2","TrialList9","olive-real","vegetable",1,44,0.0227272727272727
"E2","TrialList9","olive-real","virgin",1,44,0.0227272727272727
"E1","TrialList5","onion-cigarette","smell",10,31,0.32258064516129
"E1","TrialList5","onion-cigarette","gross",3,31,0.0967741935483871
"E1","TrialList5","onion-cigarette","burn",2,31,0.0645161290322581
"E1","TrialList5","onion-cigarette","odor",2,31,0.0645161290322581
"E1","TrialList5","onion-cigarette","stink",2,31,0.0645161290322581
"E1","TrialList5","onion-cigarette","breath",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","cough",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","cry",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","disgust",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","halitosis",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","heat",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","lung",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","mouth",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","plant",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","pungent",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","smelly",1,31,0.032258064516129
"E1","TrialList5","onion-cigarette","strong",1,31,0.032258064516129
"E1","TrialList6","pants-collar","clothes",22,31,0.709677419354839
"E1","TrialList6","pants-collar","cloth",2,31,0.0645161290322581
"E1","TrialList6","pants-collar","shirt",2,31,0.0645161290322581
"E1","TrialList6","pants-collar","suit",2,31,0.0645161290322581
"E1","TrialList6","pants-collar","apparel",1,31,0.032258064516129
"E1","TrialList6","pants-collar","attire",1,31,0.032258064516129
"E1","TrialList6","pants-collar","belt",1,31,0.032258064516129
"E1","TrialList10","pendulum-dusk","time",8,31,0.258064516129032
"E1","TrialList10","pendulum-dusk","clock",6,31,0.193548387096774
"E1","TrialList10","pendulum-dusk","swing",5,31,0.161290322580645
"E1","TrialList10","pendulum-dusk","end",2,31,0.0645161290322581
"E1","TrialList10","pendulum-dusk","change",1,31,0.032258064516129
